Node 1,weight 1,Node 2,weight 2,Node 3,weight 3,Node 4,weight 4,Node 5,weight 5,Node 6,weight 6,Node 7,weight 7,Node 8,weight 8,Node 9,weight 9,Node 10,weight 10,Node 11,weight 11,Node 12,weight 12,Node 13,weight 13,Node 14,weight 14,Node 15,weight 15,Node 16,weight 16,Node 17,weight 17,Node 18,weight 18,Node 19,weight 19,Node 20,weight 20,Node 21,weight 21,Node 22,weight 22,Node 23,weight 23,Node 24,weight 24,Node 25,weight 25,Node 26,weight 26,Node 27,weight 27,Node 28,weight 28,Node 29,weight 29,Node 30,weight 30,Node 31,weight 31,Node 32,weight 32,Node 33,weight 33,Node 34,weight 34,Node 35,weight 35,Node 36,weight 36,Node 37,weight 37,Node 38,weight 38,Node 39,weight 39,Node 40,weight 40,Node 41,weight 41,Node 42,weight 42,Node 43,weight 43,Node 44,weight 44,Node 45,weight 45,Node 46,weight 46,Node 47,weight 47,Node 48,weight 48,Node 49,weight 49,Node 50,weight 50
PA0630,-0.50128608,popB,-0.37652448,PA0510,-0.49665736,PA1661,-0.38294329,minC,-0.54220247,chpA,-0.39997851,PA0442,-0.46098607,PA0107,-0.47701893,,,glcD,-0.41158732,exsE,-0.35245488,pntB,-0.53445037,mexG,-0.36575836,phzB1,-0.40795631,nosZ,-0.39504397,aprF,-0.4545307,PA4078,-0.43168008,PA2110,-0.44624833,PA3238,-0.37494585,PA3335,-0.49819983,PA3938,-0.42319633,PA4611,-0.36106157,PA5289,-0.44061899,phzS,-0.63102899,PA2037,-0.52307055,PA3190,-0.5225879,PA3869,-0.43031297,PA0066,-0.69341502,PA2045,-0.44524344,,,PA0209,-0.4693061,ccoO2,-0.47637755,PA3447,-0.4102309,PA1323,-0.49128536,sodM,-0.46480876,PA2404,-0.58148937,PA0952,-0.35621872,atpE,-0.4023487,rrmA,-0.42326857,arnB,-0.6445188,PA0632,-0.49433057,PA0715,-0.38969625,PA0279,-0.40997968,PA2459,-0.64875395,PA0391,-0.44203569,PA2352,-0.32039116,PA1215,-0.49632783,PA1159,-0.39096627,modA,-0.36640435,fliF,-0.53490933
PA2554,-0.50194254,waaF,-0.37782928,gdhA,-0.49988182,PA0049,-0.38310562,PA2770,-0.54516066,PA1661,-0.4003254,PA0811,-0.46208401,PA5482,-0.47724821,,,PA0715,-0.41236593,exoS,-0.35506899,PA2786,-0.53572475,pscD,-0.36624912,flp,-0.40862938,PA2780,-0.39686397,aprE,-0.46003186,PA3365,-0.4343337,liuC,-0.45421372,PA3517,-0.37593332,PA1745,-0.50340288,PA1560,-0.42378127,PA2544,-0.3611241,PA2453,-0.44114701,PA3329,-0.63141869,PA3144,-0.52358352,katB,-0.53524744,PA1018,-0.43279222,PA4139,-0.69443197,PA4469,-0.44699075,,,PA3843,-0.46981972,phzS,-0.48157115,exbB1,-0.41268719,PA2575,-0.49562144,PA0492,-0.46745681,hasAp,-0.58173105,PA0734,-0.35661644,PA2022,-0.40363187,PA3752,-0.42553062,PA3230,-0.66535697,PA2028,-0.49456215,PA0647,-0.38984959,PA4618,-0.41356466,bfrA,-0.65506009,pchB,-0.44498973,typA,-0.32169717,PA2459,-0.50259911,purU2,-0.39102943,moaD,-0.36735317,PA2175,-0.53528175
PA0534,-0.51505269,pscG,-0.37975665,PA3938,-0.50523069,kdpB,-0.38467471,PA5542,-0.54534144,PA1921,-0.40053063,PA1018,-0.46288003,PA1981,-0.47917231,,,PA0515,-0.41386604,PA4471,-0.35679272,PA2746,-0.53607525,PA4142,-0.36775062,PA2652,-0.41733555,hcp1,-0.40169857,PA4649,-0.46955472,PA0130,-0.43494535,PA3189,-0.46110684,PA5169,-0.37602259,mmsA,-0.5050311,PA0472,-0.42448377,fdnH,-0.36322525,azu,-0.44138787,PA4195,-0.64037326,wbpB,-0.5244055,PA2322,-0.53709055,PA0714,-0.43409402,aer2,-0.69547469,PA2171,-0.44818972,,,PA0757,-0.47479937,PA3741,-0.48270852,PA0820,-0.4139737,PA1746,-0.49610706,glpD,-0.46987553,pvdF,-0.58650987,PA4040,-0.3578754,cysD,-0.40438468,exsE,-0.42822996,PA1332,-0.66958153,PA1466,-0.49990734,PA5314,-0.39005471,hemC,-0.41428973,oprE,-0.68874837,lldD,-0.44591676,adhA,-0.32496343,pchF,-0.50471594,PA0063,-0.39203479,pyoS5,-0.36765199,fliP,-0.53649348
exaC,-0.51916413,exsC,-0.38047338,nirC,-0.50684805,liuD,-0.38478804,PA1955,-0.54764794,PA1870,-0.40223145,oprC,-0.46351345,PA4198,-0.49065757,,,PA2667,-0.41590191,pcrV,-0.35727404,PA4913,-0.53732719,phhA,-0.36860239,PA3335,-0.41812809,PA1511,-0.40202189,lasA,-0.47284459,PA3575,-0.43557666,nosR,-0.46576317,PA1761,-0.37714173,PA1260,-0.50688834,PA4156,-0.42818935,PA0111,-0.36498085,PA1647,-0.45045855,cysW,-0.65413287,PA1362,-0.52474352,PA0386,-0.53776483,PA1184,-0.43436578,PA1415,-0.69581604,PA5482,-0.44949988,,,PA5231,-0.4749469,PA1746,-0.49223992,PA3468,-0.41486466,PA3229,-0.49752247,fumC1,-0.47035343,PA4469,-0.58887032,nth,-0.35916793,PA3383,-0.40671745,pscP,-0.42861063,PA1333,-0.6927776,PA2038,-0.51282531,wbpB,-0.39025751,PA1029,-0.4179249,sdhD,-0.71662428,flgG,-0.44904508,hemN,-0.32507692,PA1743,-0.50514516,wbpY,-0.39297475,PA1029,-0.36790374,PA1465,-0.53807622
hpd,-0.51931187,pchA,-0.38241136,PA1123,-0.50714128,liuC,-0.38552147,PA2223,-0.55308321,PA5540,-0.40292062,dctA,-0.47465915,PA2173,-0.49110324,,,PA4335,-0.41595545,PA1167,-0.35743022,PA2600,-0.54321861,mexI,-0.36968768,PA4335,-0.42100299,PA3661,-0.40405594,phaC2,-0.47642633,PA1970,-0.43623691,mmsA,-0.46643039,PA5168,-0.37757264,PA0585,-0.51007031,PA2600,-0.43081166,PA0450,-0.36650223,PA3785,-0.45153507,PA4192,-0.65550267,PA1372,-0.5273001,ohr,-0.54599323,PA0636,-0.43588746,PA0404,-0.69778763,cat,-0.45071787,,,PA3632,-0.47604919,PA0986,-0.50245339,phzF2,-0.41493675,PA1135,-0.50096573,fahA,-0.47466471,PA2019,-0.59156878,PA2037,-0.35925391,PA0563,-0.40672407,PA2401,-0.42900574,PA2491,-0.71754724,PA0617,-0.51593382,flgL,-0.39556391,PA4917,-0.42048577,,,PA0094,-0.45039872,PA5181,-0.32542006,PA4774,-0.50893408,PA5442,-0.39356453,PA2826,-0.37054252,PA0276,-0.5510769
PA3710,-0.51996201,PA1830,-0.38245894,PA1941,-0.50800596,PA4498,-0.38754041,PA2798,-0.55341891,PA3446,-0.40297184,pmrB,-0.48478268,fadH1,-0.4967218,,,pvdL,-0.41648981,PA4351,-0.3578747,PA4912,-0.54412249,pgl,-0.37337771,PA0587,-0.42305585,PA4574,-0.40717161,wbpG,-0.47761926,azu,-0.43944448,PA0512,-0.47611621,braE,-0.38050426,PA4517,-0.51009364,PA4066,-0.43169405,cycB,-0.36710863,PA0678,-0.4515939,PA3328,-0.65687528,PA2372,-0.53169817,PA1297,-0.54892715,PA0274,-0.4360173,PA3426,-0.70155555,PA2165,-0.45312447,,,PA3964,-0.47643192,PA1656,-0.50713981,PA0981,-0.41493845,PA0634,-0.50299137,pchC,-0.47525635,PA4624,-0.5928196,PA1744,-0.36035837,nuoA,-0.40926565,PA1892,-0.43704939,PA4774,-0.72950053,PA0338,-0.51978857,PA3369,-0.39657314,PA3259,-0.43278171,,,phoA,-0.46511226,mdcE,-0.32662973,phzD2,-0.51024084,PA5457,-0.39358908,PA5232,-0.37138264,PA0039,-0.55359195
PA2557,-0.52243931,PA0617,-0.38526865,PA4133,-0.50849459,pcaT,-0.38979262,PA2695,-0.55577702,PA4066,-0.40425441,PA1021,-0.48853031,ilvA2,-0.5003482,,,braD,-0.4171351,PA0679,-0.35813098,PA1892,-0.55028629,PA2882,-0.37504899,lecB,-0.42480346,pscB,-0.40773685,PA4677,-0.48310476,PA1301,-0.44153641,PA2002,-0.48657542,PA0107,-0.38176026,PA1605,-0.51391716,PA4570,-0.43199967,glpD,-0.36786531,mgtA,-0.45750255,fabH2,-0.65748683,PA3501,-0.54667502,PA3517,-0.55245765,PA1023,-0.4364692,fabI,-0.70189213,PA5180,-0.45323618,,,PA1123,-0.47786763,phzF2,-0.50767921,aprI,-0.41532572,PA0633,-0.50410388,lldP,-0.47715894,PA2409,-0.59715572,eutB,-0.3619826,PA1545,-0.41276938,cyoA,-0.43777555,PA4773,-0.78237098,rocR,-0.52572618,PA2184,-0.39759203,PA3961,-0.43283705,,,PA4181,-0.46820968,PA0646,-0.32845261,wbpH,-0.51121153,PA2655,-0.39368788,ptrA,-0.37145595,flhA,-0.56364993
liuD,-0.55353582,PA0442,-0.3909379,htpG,-0.50895929,PA2536,-0.39172029,fimU,-0.55606825,PA0070,-0.40517485,PA0638,-0.49005906,PA2134,-0.50041222,,,wbpH,-0.41864586,tadD,-0.35868291,PA3908,-0.55583255,PA3375,-0.3758633,PA0656,-0.42480839,norB,-0.40945478,tadA,-0.48525508,nosZ,-0.44291169,PA2553,-0.48873266,PA3235,-0.38184692,PA2554,-0.51838474,icmP,-0.43248274,PA0678,-0.37041568,vreR,-0.45757707,PA3936,-0.68241312,PA1888,-0.54712989,PA3523,-0.55472617,PA0912,-0.43679546,PA1346,-0.70317753,PA5481,-0.45503505,,,PA0725,-0.47932589,PA1242,-0.51794059,PA2330,-0.41535918,osmE,-0.50886861,aspA,-0.47790291,PA2384,-0.59844895,PA0359,-0.36271887,rpmE,-0.41281519,pvdN,-0.4394263,PA1744,-0.80898403,PA0909,-0.53021522,PA1355,-0.39781195,PA4621,-0.43324547,,,PA5122,-0.47391602,PA0678,-0.3324212,PA1218,-0.51290874,algD,-0.3944756,PA0637,-0.37212818,modB,-0.56676739
dhcB,-0.55616503,PA1014,-0.39152583,PA4139,-0.50974384,PA0089,-0.39229352,exaA,-0.55723258,hasAp,-0.40869958,PA3712,-0.49236272,pqqE,-0.50093416,,,arnF,-0.41925108,dgcA,-0.35962678,PA4910,-0.55722576,PA3448,-0.37807722,PA3191,-0.42794257,hasAp,-0.41350054,PA3720,-0.48838838,PA2381,-0.44314028,PA2554,-0.49254647,pelD,-0.38441039,alkB2,-0.51848057,amiA,-0.43285279,adhA,-0.37200706,PA0691,-0.45803637,PA3937,-0.68509191,wbpG,-0.54912579,PA3188,-0.56144878,greB,-0.43844733,PA0033,-0.70991676,PA3370,-0.45670129,,,PA1439,-0.4804577,PA1661,-0.51914148,rsaL,-0.41724686,aprA,-0.50926632,nalC,-0.48037925,pchB,-0.61846018,PA3451,-0.36289883,PA2792,-0.41294578,pilK,-0.44034775,PA2486,-0.8676334,PA0911,-0.5484994,PA2187,-0.40343502,PA5446,-0.43355943,,,PA0083,-0.47658382,PA1549,-0.33387888,PA4773,-0.51297743,PA0264,-0.40188861,PA0639,-0.37546468,PA0110,-0.57563048
aroP2,-0.55720378,PA2002,-0.39183705,rplB,-0.50979439,PA1021,-0.39282363,PA0104,-0.56052648,cpdA,-0.40995244,PA0830,-0.49783453,PA1892,-0.5011522,,,PA5153,-0.42061574,PA4469,-0.36658998,PA1540,-0.55759084,cyoC,-0.37814841,PA3520,-0.42907536,PA0084,-0.41808052,PA1876,-0.49242201,PA5482,-0.44386049,PA0521,-0.49405121,PA2906,-0.38586276,PA2929,-0.52211044,PA2087,-0.43433189,PA1219,-0.37334997,oprG,-0.45997346,PA3932,-0.68819523,PA1887,-0.55320449,gapA,-0.57311239,PA0260,-0.43915103,PA3340,-0.71772101,PA0310,-0.4576674,,,PA5566,-0.48328589,PA3189,-0.52050107,glyA2,-0.41743366,PA0587,-0.51023835,PA0987,-0.48247038,PA4104,-0.62721901,cyoA,-0.36504476,rpmG,-0.41460564,pilJ,-0.4404709,PA2759,-0.89552966,dipZ,-0.54973445,kdpC,-0.40369978,PA1578,-0.43427196,,,PA0084,-0.48138191,pqsE,-0.33549485,PA2393,-0.51389587,algL,-0.4030383,dadA,-0.37577493,PA0215,-0.58827133
PA2552,-0.55801838,PA0647,-0.39196362,rplP,-0.51067788,pmrB,-0.40056531,algF,-0.56162401,PA0084,-0.41363489,PA4775,-0.50047627,gbcA,-0.51773723,,,PA4691,-0.42263319,PA1358,-0.36669882,PA4192,-0.56727553,PA5106,-0.37821172,PA2166,-0.43034468,PA1824,-0.42263795,PA2699,-0.49273635,PA0512,-0.44456145,PA2552,-0.51961366,PA2685,-0.38645634,PA3520,-0.5257184,PA1300,-0.4366757,PA4630,-0.37577598,glpD,-0.46664526,PA5024,-0.69398457,PA2819,-0.56683714,zwf,-0.57318061,PA0498,-0.44110367,PA4817,-0.72152069,PA2137,-0.45974423,,,PA0043,-0.4860041,nirF,-0.52286577,PA0730,-0.41834612,PA0586,-0.51188,PA4218,-0.4825792,PA4625,-0.62770369,PA1333,-0.36787735,zwf,-0.41894548,PA4504,-0.44144066,PA4623,-0.93738919,PA5544,-0.55901654,PA2146,-0.40546079,PA0859,-0.43474548,,,PA4739,-0.48340631,PA2170,-0.33738225,PA2228,-0.52132254,PA1970,-0.40591407,himA,-0.37637302,PA3985,-0.59632567
PA3365,-0.56032705,pvdP,-0.39345583,nirM,-0.51140751,PA1214,-0.40374832,PA2461,-0.56842445,PA4487,-0.41467697,PA0636,-0.50096879,PA1897,-0.51882072,,,PA3919,-0.4240654,PA1166,-0.36713515,PA4193,-0.56745996,PA5030,-0.37889424,aprA,-0.43983384,pelD,-0.42358414,wbpA,-0.4987823,nirN,-0.44504139,PA2555,-0.52533944,PA3412,-0.38785859,PA4107,-0.52787383,pvdA,-0.43883028,exbB2,-0.37649702,dadA,-0.46796656,PA4130,-0.69622756,wbpA,-0.59453691,PA2807,-0.57576732,PA2785,-0.44199427,PA4586,-0.72577632,PA1963,-0.46692135,,,PA2182,-0.48689948,lecA,-0.52545241,tauD,-0.41865774,PA0636,-0.51450219,hasAp,-0.48422298,pvdO,-0.62938092,PA4623,-0.36854064,PA1673,-0.42003691,pscR,-0.44575711,PA1970,-1.05450704,PA0851,-0.58083492,PA5507,-0.4076241,PA4722,-0.43961274,,,arcC,-0.48446911,PA3905,-0.33827813,PA3237,-0.52183369,PA3501,-0.40890211,PA0986,-0.3765212,PA0452,-0.60489786
lpdV,-0.56359387,pscR,-0.39541757,rimJ,-0.51279762,PA1024,-0.40758264,PA2678,-0.57040116,ppkA,-0.41477993,PA1559,-0.50478905,PA3313,-0.53162297,,,PA4658,-0.42735781,pvdS,-0.36734572,PA3235,-0.57044658,PA1127,-0.38247886,PA4641,-0.44175515,pscD,-0.42585235,PA1166,-0.5078231,narK1,-0.44802444,PA4350,-0.53435283,PA3234,-0.38989049,algF,-0.52845577,PA2090,-0.43905852,PA3375,-0.37663636,ccoN2,-0.46972588,PA3330,-0.70753107,PA0206,-0.59491333,PA3189,-0.58133715,PA0951,-0.44691579,PA1608,-0.72611191,iscR,-0.47123848,,,znuB,-0.49101706,PA3871,-0.52973554,PA1095,-0.42034709,PA2759,-0.51550089,pchF,-0.48709612,pchE,-0.63627844,PA3748,-0.36875791,wbpM,-0.42146932,phzS,-0.44590036,PA4881,-1.08251999,PA0986,-0.5945367,kdpF,-0.40996632,PA4070,-0.44317647,,,PA3496,-0.48487604,PA1190,-0.33873228,arnA,-0.52239285,eraR,-0.40926301,narH,-0.37666619,modA,-0.62004706
PA0613,-0.56510099,PA5155,-0.3967452,rplM,-0.51466829,PA4625,-0.40900976,PA4327,-0.57539111,PA5539,-0.41562665,PA1024,-0.50530776,exaB,-0.53313948,,,PA4774,-0.43051995,PA1784,-0.3694314,PA1896,-0.57136947,PA0209,-0.3836047,PA0122,-0.44753007,PA1701,-0.42785558,PA1874,-0.51553479,PA4390,-0.4486332,liuB,-0.53467661,pchR,-0.39196622,PA1408,-0.53629284,PA3937,-0.43956666,vreR,-0.37803329,PA3575,-0.47028798,PA3442,-0.72072845,wbpI,-0.59584469,glk,-0.59683573,PA0716,-0.44714212,PA2270,-0.72734107,PA4471,-0.47248277,,,PA0719,-0.49185041,PA3190,-0.53760376,msuE,-0.42134553,PA3796,-0.52708871,rocS1,-0.49223784,pvdG,-0.63655602,PA5362,-0.37080575,PA3450,-0.42612446,piv,-0.44643995,oprN,-1.16333065,metE,-0.60106733,PA3940,-0.41456862,glpF,-0.44486406,,,PA2782,-0.53942005,psrA,-0.34104444,pchA,-0.52469344,cobM,-0.41078926,PA1139,-0.37673245,fliQ,-0.62523546
PA3568,-0.57329904,PA2566,-0.39901713,PA3472,-0.51472521,PA4106,-0.41020283,PA0062,-0.57843174,PA2781,-0.4198051,plcH,-0.50803768,PA3923,-0.5331858,,,PA5087,-0.43220522,PA1874,-0.36966117,PA0713,-0.57233002,PA2114,-0.38400292,PA0109,-0.44754815,pgsA,-0.42821007,snr1,-0.52077099,pchB,-0.4527199,PA0525,-0.54293296,exaB,-0.39328402,PA2569,-0.53936664,PA2084,-0.44392634,phoA,-0.37880017,PA3376,-0.47097261,PA3443,-0.72207752,PA2794,-0.59834254,PA5072,-0.60220209,PA1137,-0.44761787,PA3075,-0.73090528,PA4739,-0.47250721,,,PA3826,-0.4920694,nirL,-0.54320914,phnC,-0.42189925,PA0815,-0.52717142,PA4627,-0.49446463,PA2402,-0.63689694,PA3009,-0.37109416,oprO,-0.42683359,glyA1,-0.45923121,PA3229,-1.27530642,cyaB,-0.6154448,PA0820,-0.41796034,PA0200,-0.44590221,,,PA1864,-0.55071692,algG,-0.34419596,arnT,-0.52782535,PA5397,-0.41481184,PA0512,-0.37725989,PA1117,-0.64285002
PA0622,-0.57508043,PA2403,-0.40063448,PA0515,-0.51480156,PA2018,-0.41297495,gbuR,-0.58119054,metE,-0.42498383,pauA,-0.51952701,PA1195,-0.53381912,,,ppyR,-0.43306547,PA2405,-0.37393675,PA3907,-0.57558183,mdcA,-0.38429795,PA4134,-0.45068533,ptrA,-0.43113984,rcpA,-0.52878361,phhC,-0.45498397,liuD,-0.54424032,PA4218,-0.39443166,cioB,-0.54202152,PA1922,-0.44397691,aroE,-0.37915256,dctA,-0.4734884,PA3445,-0.75402979,PA0207,-0.61645338,PA3187,-0.64301423,PA2102,-0.45561467,pslC,-0.73332334,PA2170,-0.47362598,,,PA0061,-0.49300446,phzG2,-0.55239055,xcpX,-0.42232339,adhA,-0.53194835,pcaQ,-0.49620698,pvdD,-0.64383345,pilV,-0.37112717,PA2581,-0.42791091,braE,-0.46639181,mexE,-1.42213235,PA2984,-0.61690293,PA2456,-0.42075831,PA4610,-0.44694847,,,modA,-0.56020828,PA3840,-0.3511832,hisH2,-0.52993056,cupC2,-0.41633608,fdx1,-0.37728409,fliO,-0.65886398
antA,-0.59109493,PA0621,-0.40275072,antC,-0.51646066,liuE,-0.4150867,PA3472,-0.58168847,PA3444,-0.42580955,arnA,-0.52739262,PA3371,-0.53765861,,,nirC,-0.43412988,PA4649,-0.37395567,PA3441,-0.58441266,PA0683,-0.38711821,PA1830,-0.45510393,phzB1,-0.4328948,PA1944,-0.53197914,pchR,-0.45551234,PA4351,-0.5461647,PA5153,-0.40187579,algJ,-0.54738786,PA2359,-0.44672597,PA2804,-0.38126406,PA4029,-0.47840135,tauD,-0.78299598,wbpH,-0.62063754,pgl,-0.68597037,PA4139,-0.45963719,PA1237,-0.73414606,PA5460,-0.47545525,,,PA1149,-0.49415831,nosF,-0.55639976,PA3378,-0.42256852,PA0853,-0.53232623,PA2010,-0.49688863,pvdS,-0.64666417,PA2313,-0.37121357,PA2804,-0.42875672,popN,-0.46803359,mexF,-1.43260661,PA0647,-0.64534794,PA3144,-0.42122265,PA1664,-0.45089639,,,pchD,-0.56821366,cobU,-0.35138133,PA0715,-0.53228775,dgcA,-0.41702404,PA2618,-0.37804577,coxA,-0.69118315
pilA,-0.62474,PA3278,-0.40314142,oprG,-0.51663165,PA3336,-0.41544696,tesA,-0.58280109,PA4202,-0.42863391,arnD,-0.52924648,PA2828,-0.53888503,,,PA2412,-0.43505188,exsC,-0.37581175,PA3922,-0.58498839,PA0193,-0.38731454,PA4141,-0.45535743,PA4133,-0.43385061,PA2365,-0.57851942,ampDh3,-0.45574546,PA2557,-0.58881344,pirA,-0.40411885,PA2557,-0.54930137,pyrQ,-0.45324106,PA5244,-0.38135694,PA1123,-0.48243483,PA3444,-0.7923148,waaL,-0.62218562,PA3191,-0.74068379,PA2105,-0.46013183,PA1747,-0.74294708,PA1870,-0.48147291,,,PA4992,-0.49449771,nirJ,-0.58328503,PA3444,-0.42288228,algR,-0.53512959,nrdD,-0.49972233,fpvA,-0.67968533,PA2029,-0.3750549,PA3431,-0.42916403,PA0295,-0.47043037,,,PA0817,-0.67753827,PA0315,-0.42214643,PA4331,-0.45113971,,,PA0855,-0.58451276,PA1109,-0.35155141,mexF,-0.53612482,mexE,-0.42449949,PA4139,-0.38082382,coIII,-0.72517887
PA0644,-0.66163214,PA0615,-0.40315071,PA3515,-0.51993107,PA4880,-0.4188303,oprC,-0.5885709,pilY1,-0.42998705,arnT,-0.53193737,prpC,-0.5407392,,,arcD,-0.44085294,PA0678,-0.37719867,PA3234,-0.58722147,rmlD,-0.38867824,PA1216,-0.46098134,PA3741,-0.44165932,PA2366,-0.59509695,hpd,-0.45715229,norC,-0.59194151,PA1896,-0.40808448,mmsB,-0.55315174,PA5248,-0.4534147,PA2635,-0.38228128,oprO,-0.48298949,PA3938,-0.80292463,hisF2,-0.62983151,,,PA0614,-0.46372189,bglX,-0.74641952,rhlA,-0.48478535,,,thyA,-0.49846668,nirS,-0.58970093,folP,-0.42382455,PA1041,-0.53631787,PA0151,-0.50140828,pvdQ,-0.6817256,PA5153,-0.37617751,phoU,-0.42923107,pscI,-0.47524081,,,ampDh3,-0.67928342,PA2192,-0.42231426,PA1429,-0.45228227,,,arcA,-0.60140391,waaL,-0.35327865,PA4223,-0.54083994,sdaB,-0.42697996,PA0646,-0.38117838,,
antB,-0.680928,mmsA,-0.40447268,PA1617,-0.52153463,PA1213,-0.42346568,PA2652,-0.59649656,PA5139,-0.43129286,PA0631,-0.53496138,aceA,-0.54079882,,,PA4139,-0.4443986,pvdH,-0.37855589,PA3450,-0.58811297,PA3893,-0.3894227,PA4638,-0.4621602,PA4625,-0.44272275,armR,-0.617314,PA3940,-0.45805154,fahA,-0.60342138,PA0083,-0.40942868,PA4896,-0.55440437,PA4515,-0.45542845,PA3377,-0.38245348,PA0697,-0.48408849,PA3446,-0.80500465,imm2,-0.74538297,,,PA1218,-0.4660948,dksA,-0.74866464,PA4570,-0.49545293,,,imm2,-0.50015162,PA1123,-0.59467044,pqsH,-0.42657865,napE,-0.53669723,PA4467,-0.50205514,pvdL,-0.68649458,folX,-0.37993721,pstB,-0.43610903,pvdE,-0.47903531,,,pyoS5,-0.68968508,PA2460,-0.4225351,PA2753,-0.45483704,,,arcB,-0.65918109,glpF,-0.35465542,PA4218,-0.54157676,catC,-0.42703976,PA0979,-0.38356089,,
mmsA,-0.68377559,PA2033,-0.40449763,PA1599,-0.52273321,hcp1,-0.42684654,PA0884,-0.59939143,PA4837,-0.43189944,PA1025,-0.5402359,exaC,-0.54331638,,,sodM,-0.44737265,PA5546,-0.37871474,PA1894,-0.60895517,PA2190,-0.38992344,chpD,-0.47036011,PA2018,-0.44769212,,,nirS,-0.46051319,mmsB,-0.61574332,lipH,-0.41126955,alg44,-0.56495093,PA4516,-0.45743301,ppyR,-0.38480862,ccoO2,-0.4840972,PA3450,-0.82876659,,,,,PA3292,-0.46688443,xqhA,-0.74907464,nosZ,-0.49589714,,,PA1197,-0.50278311,narJ,-0.59720046,PA2359,-0.42689478,PA1324,-0.53700852,PA0532,-0.50675754,PA2408,-0.70658254,PA3843,-0.3889464,fdxA,-0.43720707,PA1702,-0.48047329,,,PA0614,-0.70473099,fliD,-0.43360534,PA4353,-0.45862694,,,,,PA0688,-0.35582225,mexH,-0.54469081,PA4139,-0.42948776,PA3412,-0.38715207,,
mmsB,-0.74013009,PA4223,-0.40472235,PA3880,-0.52560842,phzA1,-0.42916696,PA2772,-0.60570771,tauD,-0.43504857,PA0639,-0.54214242,PA2161,-0.54954827,,,PA4023,-0.4521225,PA2779,-0.37895093,PA3445,-0.61121768,mexH,-0.39093894,rhlA,-0.47055484,iscR,-0.44964571,,,PA5303,-0.46211977,hpd,-0.61646746,PA5155,-0.41238977,PA0151,-0.57235214,pchR,-0.46415324,phzA1,-0.38605559,PA2190,-0.49308765,PA3441,-0.91078467,,,,,PA0977,-0.46936833,copR,-0.75264169,PA3274,-0.49624035,,,lysP,-0.50808979,PA0513,-0.59792675,PA4714,-0.42825083,PA2754,-0.54228216,ppyR,-0.507149,antB,-0.70850723,PA4106,-0.39285992,PA5505,-0.43786688,pcrR,-0.48112178,,,,,PA0826,-0.4363217,PA0597,-0.47611246,,,,,cobH,-0.35702799,fpvA,-0.54945785,plcR,-0.43025878,ccoO2,-0.38881894,,
antC,-0.79950331,fumC1,-0.40540611,rpsQ,-0.52643534,PA2116,-0.43327624,PA3600,-0.60619328,PA0078,-0.43706666,arnC,-0.551238,pqqD,-0.56337983,,,PA5481,-0.45251579,PA2571,-0.37906931,PA3442,-0.63204585,pcrR,-0.39109995,aprI,-0.48527034,PA0172,-0.45348268,,,hemO,-0.46272179,dhcA,-0.63651547,PA3661,-0.41965975,PA3190,-0.58108302,PA2594,-0.46417635,PA1260,-0.38634898,gbcA,-0.49522969,,,,,,,PA2670,-0.46990626,parS,-0.75604897,PA3369,-0.50152192,,,PA4991,-0.51057151,PA3188,-0.60313859,PA3445,-0.42965962,PA3572,-0.54615677,PA0886,-0.51026828,PA2427,-0.71483465,PA0498,-0.39580671,PA3600,-0.43986278,pilO,-0.48320361,,,,,PA0716,-0.43794657,PA4984,-0.48736261,,,,,bfrB,-0.35711571,phzF2,-0.56034672,eraS,-0.43157388,moaA1,-0.3901294,,
,,PA0624,-0.40617569,PA0541,-0.52922132,PA4105,-0.43620683,PA0498,-0.60666985,PA0073,-0.43757973,PA4774,-0.55194633,PA5481,-0.56364722,,,PA3519,-0.45346128,PA2411,-0.37973747,tauD,-0.64675766,PA1700,-0.39325515,PA2864,-0.48854691,PA4139,-0.45947554,,,narI,-0.46681475,norB,-0.65145911,pchE,-0.42005754,algX,-0.58113784,PA2261,-0.47238896,PA3378,-0.38903422,exoS,-0.49708949,,,,,,,PA1405,-0.47510142,PA3322,-0.76941114,PA1116,-0.5024985,,,arcC,-0.51091174,nosR,-0.6035321,PA0631,-0.43166831,ampDh3,-0.55052517,phhC,-0.5227673,pchD,-0.71509076,PA2780,-0.40015431,PA0691,-0.44260882,pscT,-0.48477978,,,,,wbpH,-0.43816156,PA4577,-0.49780907,,,,,PA2139,-0.35845959,mexI,-0.56400584,soxB,-0.43982375,PA0952,-0.39276275,,
